Sample,mlg.country,id,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Sex,Species,AxCF1Hybrid,LabGenerated,BioProject,Continent,Origin,Library.Name,Sample.Name,Isolate,geo_loc_name_country,geo_loc_name_country_continent,cloneID,dna.seq,Country,isolate.name,Reproduction,Monoisolate,PoolSeq,IndividualSeq,Sexual.phenotype,cont,country,mean.depth,mean.miss
April_2017_DBunk_248,Daphnia.pulex.Europe.GBR.152,April_2017_DBunk_248,DBunk,2017,-2.09237,50.64259,AE,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.48661,0.00560587
Spring_2017_DBunk_113,Daphnia.pulex.Europe.GBR.1523,Spring_2017_DBunk_113,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.488,0.00146142
Spring_2017_DBunk_122,Daphnia.pulex.Europe.GBR.1526,Spring_2017_DBunk_122,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.8012,0.00105456
Spring_2017_DBunk_125,Daphnia.pulex.Europe.GBR.1527,Spring_2017_DBunk_125,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.78226,0.00671711
Spring_2017_DBunk_143,Daphnia.pulex.Europe.GBR.1528,Spring_2017_DBunk_143,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.666,0.00243011
April_2017_DBunk_27,Daphnia.pulex.Europe.GBR.153,April_2017_DBunk_27,DBunk,2017,-2.09237,50.64259,M,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.71081,0.00887285
Spring_2017_DBunk_198,Daphnia.pulex.Europe.GBR.1530,Spring_2017_DBunk_198,DBunk,2017,-2.09237,50.64259,AO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.24731,0.0101585
Spring_2017_DBunk_209,Daphnia.pulex.Europe.GBR.1531,Spring_2017_DBunk_209,DBunk,2017,-2.09237,50.64259,E,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.07319,0.00847974
Spring_2017_DBunk_217,Daphnia.pulex.Europe.GBR.1533,Spring_2017_DBunk_217,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.88,0.000770123
Spring_2017_DBunk_222,Daphnia.pulex.Europe.GBR.1534,Spring_2017_DBunk_222,DBunk,2017,-2.09237,50.64259,AP,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,5.98401,0.0108649
Spring_2017_DBunk_242,Daphnia.pulex.Europe.GBR.1536,Spring_2017_DBunk_242,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.718,0.00721186
Spring_2017_DBunk_252,Daphnia.pulex.Europe.GBR.1537,Spring_2017_DBunk_252,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.9273,0.00197059
Spring_2017_DBunk_260,Daphnia.pulex.Europe.GBR.1538,Spring_2017_DBunk_260,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.2458,0.00129673
Spring_2017_DBunk_110,Daphnia.pulex.Europe.GBR.154,Spring_2017_DBunk_110,DBunk,2017,-2.09237,50.64259,M,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,21.2763,0.000538684
Spring_2017_DBunk_315,Daphnia.pulex.Europe.GBR.1543,Spring_2017_DBunk_315,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.12602,0.0113067
Spring_2017_DBunk_317,Daphnia.pulex.Europe.GBR.1544,Spring_2017_DBunk_317,DBunk,2017,-2.09237,50.64259,Y,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.48377,0.004449
Spring_2017_DBunk_321,Daphnia.pulex.Europe.GBR.1546,Spring_2017_DBunk_321,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.8791,0.00117866
Spring_2017_DBunk_338,Daphnia.pulex.Europe.GBR.1549,Spring_2017_DBunk_338,DBunk,2017,-2.09237,50.64259,E,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,23.6561,0.000462544
April_2017_DBunk_297,Daphnia.pulex.Europe.GBR.155,April_2017_DBunk_297,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.0267,0.000572897
Spring_2017_DBunk_101,Daphnia.pulex.Europe.GBR.1551,Spring_2017_DBunk_101,DBunk,2017,-2.09237,50.64259,F,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,19.1766,0.000665472
Spring_2017_DBunk_353,Daphnia.pulex.Europe.GBR.1552,Spring_2017_DBunk_353,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.8732,0.00281819
Spring_2017_DBunk_360,Daphnia.pulex.Europe.GBR.1554,Spring_2017_DBunk_360,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.3764,0.00106865
Spring_2017_DBunk_367,Daphnia.pulex.Europe.GBR.1556,Spring_2017_DBunk_367,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,20.2368,0.001126
Spring_2017_DBunk_373,Daphnia.pulex.Europe.GBR.1557,Spring_2017_DBunk_373,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.995,0.00127258
Spring_2017_DBunk_378,Daphnia.pulex.Europe.GBR.1558,Spring_2017_DBunk_378,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.545,0.000854984
April_2017_DBunk_3,Daphnia.pulex.Europe.GBR.156,April_2017_DBunk_3,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.55608,0.00607646
Spring_2017_DBunk_387,Daphnia.pulex.Europe.GBR.1560,Spring_2017_DBunk_387,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,16.7679,0.00138193
Spring_2017_DBunk_73SM,Daphnia.pulex.Europe.GBR.1564,Spring_2017_DBunk_73SM,DBunk,2017,-2.09237,50.64259,AP,1,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.19005,0.00987307
Spring_2017_DBunk_363,Daphnia.pulex.Europe.GBR.1566,Spring_2017_DBunk_363,DBunk,2017,-2.09237,50.64259,AQ,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.391,0.00221008
index_8nt_N7_10-index_8nt_N5_436_SL378857_Spring_2018_Pond6_4,Daphnia.pulex.Europe.GBR.1569,index_8nt_N7_10-index_8nt_N5_436_SL378857_Spring_2018_Pond6_4,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_4,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.2047,0.00305869
April_2017_DBunk_302,Daphnia.pulex.Europe.GBR.157,April_2017_DBunk_302,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,6.50218,0.0109709
index_8nt_N7_10-index_8nt_N5_438_SL378868_Spring_2018_Pond6_19,Daphnia.pulex.Europe.GBR.1570,index_8nt_N7_10-index_8nt_N5_438_SL378868_Spring_2018_Pond6_19,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_19,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.33966,0.0134822
index_8nt_N7_10-index_8nt_N5_509_SL378879_Spring_2018_Pond17_7,Daphnia.pulex.Europe.GBR.1571,index_8nt_N7_10-index_8nt_N5_509_SL378879_Spring_2018_Pond17_7,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_7,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.4803,0.00976909
index_8nt_N7_10-index_8nt_N5_700_SL378901_Spring_2018_Pond30_18,Daphnia.pulex.Europe.GBR.1573,index_8nt_N7_10-index_8nt_N5_700_SL378901_Spring_2018_Pond30_18,Pond30,2018,-1.426357,54.047436,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond30_18,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,21.8665,0.000998879
index_8nt_N7_10-index_8nt_N5_71_SL379015_Spring_2018_Pond17_63,Daphnia.pulex.Europe.GBR.1574,index_8nt_N7_10-index_8nt_N5_71_SL379015_Spring_2018_Pond17_63,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_63,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,18.3368,0.00124239
index_8nt_N7_2-index_8nt_N5_438_SL378971_Spring_2018_Pond17_6,Daphnia.pulex.Europe.GBR.1575,index_8nt_N7_2-index_8nt_N5_438_SL378971_Spring_2018_Pond17_6,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_6,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.2442,0.0117276
index_8nt_N7_2-index_8nt_N5_509_SL378982_Spring_2018_Pond22_68,Daphnia.pulex.Europe.GBR.1576,index_8nt_N7_2-index_8nt_N5_509_SL378982_Spring_2018_Pond22_68,Pond22,2018,-0.312748,53.581442,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond22_68,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.4301,0.003269
index_8nt_N7_2-index_8nt_N5_685_SL378993_Spring_2018_Pond30_16,Daphnia.pulex.Europe.GBR.1577,index_8nt_N7_2-index_8nt_N5_685_SL378993_Spring_2018_Pond30_16,Pond30,2018,-1.426357,54.047436,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond30_16,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,17.9788,0.00128533
index_8nt_N7_2-index_8nt_N5_700_SL379004_Spring_2012_D8_6A,Daphnia.pulex.Europe.GBR.1578,index_8nt_N7_2-index_8nt_N5_700_SL379004_Spring_2012_D8_6A,D8,2012,-2.091652,50.64256,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,D8_6A,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,23.3771,0.000680231
index_8nt_N7_2-index_8nt_N5_71_SL378834_Spring_2018_Pond19_6,Daphnia.pulex.Europe.GBR.1579,index_8nt_N7_2-index_8nt_N5_71_SL378834_Spring_2018_Pond19_6,Pond19,2018,-0.607703,51.087745,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond19_6,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.7868,0.0109702
April_2017_DBunk_6,Daphnia.pulex.Europe.GBR.158,April_2017_DBunk_6,DBunk,2017,-2.09237,50.64259,L,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,35.2418,0.00030389
index_8nt_N7_215-index_8nt_N5_184_SL378923_Spring_2018_Pond17_64,Daphnia.pulex.Europe.GBR.1580,index_8nt_N7_215-index_8nt_N5_184_SL378923_Spring_2018_Pond17_64,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_64,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.49458,0.00294062
index_8nt_N7_215-index_8nt_N5_239_SL378934_Spring_2018_Pond2_2,Daphnia.pulex.Europe.GBR.1581,index_8nt_N7_215-index_8nt_N5_239_SL378934_Spring_2018_Pond2_2,Pond2,2018,-3.7837,52.1307,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond2_2,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.5878,0.00179617
index_8nt_N7_215-index_8nt_N5_685_SL378942_Spring_2018_Pond17_10,Daphnia.pulex.Europe.GBR.1582,index_8nt_N7_215-index_8nt_N5_685_SL378942_Spring_2018_Pond17_10,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_10,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,18.3658,0.00451307
index_8nt_N7_215-index_8nt_N5_700_SL378943_Spring_2018_Pond24_1,Daphnia.pulex.Europe.GBR.1583,index_8nt_N7_215-index_8nt_N5_700_SL378943_Spring_2018_Pond24_1,Pond24,2018,-3.019395,53.290379,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond24_1,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.5557,0.0392018
index_8nt_N7_215-index_8nt_N5_71_SL378912_Spring_2018_Pond24_7,Daphnia.pulex.Europe.GBR.1584,index_8nt_N7_215-index_8nt_N5_71_SL378912_Spring_2018_Pond24_7,Pond24,2018,-3.019395,53.290379,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond24_7,N,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.26376,0.00373892
index_8nt_N7_294-index_8nt_N5_239_SL378946_Spring_2018_Pond17_65,Daphnia.pulex.Europe.GBR.1585,index_8nt_N7_294-index_8nt_N5_239_SL378946_Spring_2018_Pond17_65,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_65,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.78594,0.00210576
index_8nt_N7_294-index_8nt_N5_436_SL378947_Spring_2018_Pond2_10,Daphnia.pulex.Europe.GBR.1586,index_8nt_N7_294-index_8nt_N5_436_SL378947_Spring_2018_Pond2_10,Pond2,2018,-3.7837,52.1307,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond2_10,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.10511,0.00623142
index_8nt_N7_294-index_8nt_N5_509_SL378950_Spring_2018_Pond6_6,Daphnia.pulex.Europe.GBR.1587,index_8nt_N7_294-index_8nt_N5_509_SL378950_Spring_2018_Pond6_6,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_6,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.2854,0.00545325
index_8nt_N7_294-index_8nt_N5_685_SL378951_Spring_2018_Pond6_22,Daphnia.pulex.Europe.GBR.1588,index_8nt_N7_294-index_8nt_N5_685_SL378951_Spring_2018_Pond6_22,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_22,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,10.18,0.00231708
index_8nt_N7_294-index_8nt_N5_700_SL378952_Spring_2018_Pond17_11,Daphnia.pulex.Europe.GBR.1589,index_8nt_N7_294-index_8nt_N5_700_SL378952_Spring_2018_Pond17_11,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_11,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.9913,0.00054338
April_2017_DBunk_36,Daphnia.pulex.Europe.GBR.159,April_2017_DBunk_36,DBunk,2017,-2.09237,50.64259,OO,0,0,female,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.02579,0.00307043
index_8nt_N7_303-index_8nt_N5_184_SL378954_Spring_2018_Pond30_53,Daphnia.pulex.Europe.GBR.1590,index_8nt_N7_303-index_8nt_N5_184_SL378954_Spring_2018_Pond30_53,Pond30,2018,-1.426357,54.047436,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond30_53,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,7.61818,0.00451508
index_8nt_N7_303-index_8nt_N5_239_SL378955_Spring_2018_Pond24_19,Daphnia.pulex.Europe.GBR.1591,index_8nt_N7_303-index_8nt_N5_239_SL378955_Spring_2018_Pond24_19,Pond24,2018,-3.019395,53.290379,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond24_19,N,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.9091,0.000945548
index_8nt_N7_303-index_8nt_N5_436_SL378956_Spring_2018_Pond17_69,Daphnia.pulex.Europe.GBR.1592,index_8nt_N7_303-index_8nt_N5_436_SL378956_Spring_2018_Pond17_69,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_69,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,15.3899,0.00131082
index_8nt_N7_303-index_8nt_N5_685_SL378959_Spring_2018_Pond6_9,Daphnia.pulex.Europe.GBR.1593,index_8nt_N7_303-index_8nt_N5_685_SL378959_Spring_2018_Pond6_9,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_9,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.5761,0.00177538
index_8nt_N7_303-index_8nt_N5_700_SL378961_Spring_2018_Pond6_23,Daphnia.pulex.Europe.GBR.1594,index_8nt_N7_303-index_8nt_N5_700_SL378961_Spring_2018_Pond6_23,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_23,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,14.3786,0.00212723
index_8nt_N7_303-index_8nt_N5_71_SL378953_Spring_2018_Pond17_12,Daphnia.pulex.Europe.GBR.1595,index_8nt_N7_303-index_8nt_N5_71_SL378953_Spring_2018_Pond17_12,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_12,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.6057,0.00198803
index_8nt_N7_389-index_8nt_N5_184_SL378963_Spring_2018_Pond17_16,Daphnia.pulex.Europe.GBR.1596,index_8nt_N7_389-index_8nt_N5_184_SL378963_Spring_2018_Pond17_16,Pond17,2018,-0.931099,51.345955,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond17_16,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,13.553,0.00392038
index_8nt_N7_389-index_8nt_N5_436_SL378965_Spring_2018_Pond24_20,Daphnia.pulex.Europe.GBR.1597,index_8nt_N7_389-index_8nt_N5_436_SL378965_Spring_2018_Pond24_20,Pond24,2018,-3.019395,53.290379,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond24_20,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.31741,0.031778
index_8nt_N7_389-index_8nt_N5_700_SL378969_Spring_2018_Pond6_10,Daphnia.pulex.Europe.GBR.1598,index_8nt_N7_389-index_8nt_N5_700_SL378969_Spring_2018_Pond6_10,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_10,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,8.63459,0.00345449
index_8nt_N7_389-index_8nt_N5_71_SL378962_Spring_2018_Pond6_24,Daphnia.pulex.Europe.GBR.1599,index_8nt_N7_389-index_8nt_N5_71_SL378962_Spring_2018_Pond6_24,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_24,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,9.87542,0.00396466
April29_2018_DBunk_Male1,Daphnia.pulex.Europe.GBR.16,April29_2018_DBunk_Male1,DBunk,2018,-2.09237,50.64259,OO,0,1,male,Daphnia pulex,0,0,,Europe,Europe,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,11.0013,0.00617809
index_8nt_N7_472-index_8nt_N5_184_SL378972_Spring_2018_Pond6_25,Daphnia.pulex.Europe.GBR.1600,index_8nt_N7_472-index_8nt_N5_184_SL378972_Spring_2018_Pond6_25,Pond6,2018,0.828461,52.082493,,NA,NA,,Daphnia pulex,NA,NA,,Europe,Dorthe,NA,NA,NA,NA,NA,Pond6_25,Y,NA,NA,NA,NA,NA,NA,NA,Daphnia.pulex.Europe,Daphnia.pulex.Europe.GBR,12.0775,0.00265317
